Results of test:
Obj.nr,		True class,		Assigned class
	0				1				1
	1				1				1
	2				1				1
	3				2				2
	4				2				2
	5				2				2
	6				3				3
	7				3				3
	8				3				3
	9				3				3
	10				3				3
	11				3				3
	12				3				3
	13				3				3
	14				3				3
	15				1				1
	16				1				1
	17				3				3
	18				2				2
	19				2				2
	20				2				2
	21				2				2
	22				3				3
	23				3				3
	24				3				3
	25				2				2
	26				2				2
	27				2				2
	28				2				2
	29				2				2
	30				2				2
	31				2				2
	32				2				2
	33				2				2
	34				1				1
	35				2				2
	36				2				2
	37				2				2
	38				1				1
	39				2				2
	40				1				1
	41				2				2
	42				1				1
	43				1				1
	44				1				1
	45				3				3
	46				3				3
	47				3				3
	48				3				3
	49				3				3
	50				3				3
	51				3				3
	52				3				3
	53				3				3
	54				3				3
	55				3				3
	56				3				3
	57				3				3
	58				3				3
	59				2				2
	60				2				2
	61				2				2
	62				1				1
	63				2				2
	64				2				2
	65				1				1
	66				2				2
	67				2				2
	68				2				2
	69				2				2
	70				2				2
	71				2				2
	72				2				2
	73				2				2
	74				2				2
	75				1				1
	76				2				2
	77				1				1
	78				2				2
	79				2				2
	80				2				2
	81				2				2
	82				2				2
	83				2				2
	84				1				1
	85				1				1
	86				2				2
	87				2				2
	88				2				2
	89				3				3
	90				3				3
	91				3				3
	92				1				1
	93				3				3
	94				3				3
	95				3				3
	96				3				3
	97				2				2
	98				2				2
	99				2				2
	100				2				2
	101				2				2
	102				2				2
	103				2				2
	104				2				2
	105				2				2
	106				2				2
	107				3				3
	108				1				1
	109				3				3
	110				3				3
	111				1				1
	112				3				3
	113				2				2
	114				2				2
	115				2				2
	116				2				2
	117				2				2
	118				2				2
	119				2				2
	120				2				2
	121				2				2
	122				2				2
	123				2				2
	124				2				2
	125				2				2
	126				2				2
	127				2				2
	128				2				2
	129				2				2
	130				2				2
	131				2				2
	132				2				3
	133				2				1
	134				2				2
	135				2				1
	136				2				2
	137				2				1
	138				3				3
	139				3				3
	140				3				3
	141				3				3
	142				3				3
	143				3				3
	144				3				3
	145				3				3
	146				3				3
	147				3				3
	148				3				2
	149				3				3

Error rate:	3.3333%

Confusion matrix R: 
	0		1		2		3	
	1		20		0		0	
	2		3		76		1	
	3		0		1		49	


Confusion matrix P: 
	0.0000		1.0000		2.0000		3.0000	
	1.0000		100.0000		0.0000		0.0000	
	2.0000		3.7500		95.0000		1.2500	
	3.0000		0.0000		2.0000		98.0000	


Confidence matrix Q: 
	0.0000		1.0000		2.0000		3.0000	
	1.0000		86.9565		13.0435		0.0000	
	2.0000		0.0000		98.7013		1.2987	
	3.0000		0.0000		2.0000		98.0000	

